Image Number,URL,Alt Text,Title,File Extension,File Size,Resolution,Status,Error Message
298,https://www.pothys.com/cdn/shop/files/212938_1891958638_img1.jpg?v=1734133477&width=640,Blue embossed & glitter work full-sleeve cotton kurta with contrast pants,Blue embossed & glitter work full-sleeve cotton kurta with contrast pants (srcset variant),.jpg,74.07 KB,640x791,Success,
299,https://www.pothys.com/cdn/shop/files/19-TSP-159-RS-6715-_3.jpg?v=1760273033&width=640,"Borderless graphite grey sparsely striped tussar silk saree, striped pallu","Borderless graphite grey sparsely striped tussar silk saree, striped pallu (srcset variant)",.jpg,65.32 KB,640x791,Success,
300,https://www.pothys.com/cdn/shop/files/Delivery_alert_Desktop.jpg?v=1760203141&width=200,None,None (srcset variant),.jpg,4.70 KB,200x71,Success,
301,https://www.pothys.com/cdn/shop/files/4_-_Anarkali.jpg?v=1739345447&width=104,None,None,.jpg,5.21 KB,104x104,Success,
302,https://www.pothys.com/cdn/shop/files/213043_1891958743_img0.jpg?v=1734135102&width=800,Pink floral-theme sequins embroidered net sleeveless asymmetrical-cut frock,Pink floral-theme sequins embroidered net sleeveless asymmetrical-cut frock,.jpg,147.52 KB,800x989,Success,
303,https://www.pothys.com/cdn/shop/files/Delivery_alert_Desktop.jpg?v=1760203141&width=500,None,None (srcset variant),.jpg,18.90 KB,500x179,Success,
304,https://www.pothys.com/cdn/shop/files/3_-_Salwar_Suits_800x800_6991fcaf-b204-4113-b12e-67c5d70222e4.jpg?v=1751447243&width=104,None,None,.jpg,4.68 KB,104x104,Success,
305,https://www.pothys.com/cdn/shop/files/Delivery_alert_Desktop.jpg?v=1760203141&width=800,None,None (srcset variant),.jpg,40.36 KB,800x286,Success,
306,https://www.pothys.com/cdn/shop/files/Delivery_alert_Desktop.jpg?v=1760203141&width=2000,None,None,.jpg,148.39 KB,2000x714,Success,
307,https://www.pothys.com/cdn/shop/files/Delivery_alert_Desktop.jpg?v=1760203141&width=600,None,None (srcset variant),.jpg,25.93 KB,600x214,Success,
308,https://www.pothys.com/cdn/shop/files/9_-_ReadymadeBlouse.jpg?v=1739345632&width=52,None,None (srcset variant),.jpg,2.64 KB,52x52,Success,
309,https://www.pothys.com/cdn/shop/files/94.jpg?v=1743934833&width=104,"Twara cream geometric design round neck ,3/4 th sleeve ,knee lenght straight cut kurti","Twara cream geometric design round neck ,3/4 th sleeve ,knee lenght straight cut kurti",.jpg,4.36 KB,104x129,Success,
310,https://www.pothys.com/cdn/shop/files/Delivery_alert_Desktop.jpg?v=1760203141&width=1200,None,None (srcset variant),.jpg,73.14 KB,1200x428,Success,
311,https://www.pothys.com/cdn/shop/files/Delivery_alert_Desktop.jpg?v=1760203141&width=300,None,None (srcset variant),.jpg,8.58 KB,300x107,Success,
312,https://www.pothys.com/cdn/shop/files/Delivery_alert_Desktop.jpg?v=1760203141&width=1400,None,None (srcset variant),.jpg,90.13 KB,1400x500,Success,
313,https://www.pothys.com/cdn/shop/files/Delivery_alert_Desktop.jpg?v=1760203141&width=900,None,None (srcset variant),.jpg,47.89 KB,900x321,Success,
314,https://www.pothys.com/cdn/shop/files/Delivery_alert_Desktop.jpg?v=1760203141&width=700,None,None (srcset variant),.jpg,32.67 KB,700x250,Success,
315,https://www.pothys.com/cdn/shop/files/Delivery_alert_Desktop.jpg?v=1760203141&width=1000,None,None (srcset variant),.jpg,55.40 KB,1000x357,Success,
316,https://www.pothys.com/cdn/shop/files/19-TSP-159-RS-6715-_3.jpg?v=1760273033&width=800,"Borderless graphite grey sparsely striped tussar silk saree, striped pallu","Borderless graphite grey sparsely striped tussar silk saree, striped pallu",.jpg,101.31 KB,800x989,Success,
317,https://www.pothys.com/cdn/shop/files/Kancheepuram-Silk.jpg?v=1760170240&width=600,None,None (srcset variant),.jpg,33.46 KB,600x214,Success,
318,https://www.pothys.com/cdn/shop/files/212956_1891958656_img1.jpg?v=1734133507&width=640,"Maroon sherwani set with solid kurta, floral printed & glitter work coat with matching pants","Maroon sherwani set with solid kurta, floral printed & glitter work coat with matching pants (srcset variant)",.jpg,71.72 KB,640x791,Success,
319,https://www.pothys.com/cdn/shop/files/Kancheepuram-Silk.jpg?v=1760170240&width=2800,None,None,.jpg,269.72 KB,2800x1000,Success,
320,https://www.pothys.com/cdn/shop/files/Kancheepuram-Silk.jpg?v=1760170240&width=800,None,None (srcset variant),.jpg,54.01 KB,800x286,Success,
321,https://www.pothys.com/cdn/shop/files/Kancheepuram-Silk.jpg?v=1760170240&width=1200,None,None (srcset variant),.jpg,101.45 KB,1200x429,Success,
322,https://www.pothys.com/cdn/shop/files/Kancheepuram-Silk.jpg?v=1760170240&width=1000,None,None (srcset variant),.jpg,75.79 KB,1000x357,Success,
323,https://www.pothys.com/cdn/shop/files/200440_1891946158_img3.jpg?v=1734125094&width=52,Twara brown floral motifs printed 3/4th sleeve & Chinese collar cotton a-line below-knee kurti,Twara brown floral motifs printed 3/4th sleeve & Chinese collar cotton a-line below-knee kurti (srcset variant),.jpg,2.31 KB,52x64,Success,
324,https://www.pothys.com/cdn/shop/files/Delivery_alert_Desktop.jpg?v=1760203141&width=400,None,None (srcset variant),.jpg,13.32 KB,400x143,Success,
325,https://www.pothys.com/cdn/shop/files/Delivery_alert_Desktop.jpg?v=1760203141&width=1600,None,None (srcset variant),.jpg,109.07 KB,1600x571,Success,
326,https://www.pothys.com/cdn/shop/files/Kancheepuram-Silk.jpg?v=1760170240&width=200,None,None (srcset variant),.jpg,6.13 KB,200x71,Success,
327,https://www.pothys.com/cdn/shop/files/Kancheepuram-Silk.jpg?v=1760170240&width=2000,None,None (srcset variant),.jpg,231.78 KB,2000x714,Success,
328,https://www.pothys.com/cdn/shop/files/Kancheepuram-Silk.jpg?v=1760170240&width=400,None,None (srcset variant),.jpg,17.70 KB,400x143,Success,
329,https://www.pothys.com/cdn/shop/files/Delivery_alert_Desktop.jpg?v=1760203141&width=1800,None,None (srcset variant),.jpg,127.65 KB,1800x643,Success,
330,https://www.pothys.com/cdn/shop/files/Kancheepuram-Silk.jpg?v=1760170240&width=300,None,None (srcset variant),.jpg,11.59 KB,300x107,Success,
331,https://www.pothys.com/cdn/shop/files/Final_756a336c-7b89-4ef8-9919-c3bb43381f52.jpg?v=1747231205&width=200,None,None (srcset variant),.jpg,8.48 KB,200x71,Success,
332,https://www.pothys.com/cdn/shop/files/Kancheepuram-Silk.jpg?v=1760170240&width=500,None,None (srcset variant),.jpg,24.98 KB,500x179,Success,
333,https://www.pothys.com/cdn/shop/files/Final_756a336c-7b89-4ef8-9919-c3bb43381f52.jpg?v=1747231205&width=300,None,None (srcset variant),.jpg,15.87 KB,300x107,Success,
334,https://www.pothys.com/cdn/shop/files/Kancheepuram-Silk.jpg?v=1760170240&width=700,None,None (srcset variant),.jpg,43.57 KB,700x250,Success,
335,https://www.pothys.com/cdn/shop/files/Kancheepuram-Silk.jpg?v=1760170240&width=900,None,None (srcset variant),.jpg,65.05 KB,900x321,Success,
336,https://www.pothys.com/cdn/shop/files/Final_756a336c-7b89-4ef8-9919-c3bb43381f52.jpg?v=1747231205&width=400,None,None (srcset variant),.jpg,24.17 KB,400x143,Success,
337,https://www.pothys.com/cdn/shop/files/Final_756a336c-7b89-4ef8-9919-c3bb43381f52.jpg?v=1747231205&width=500,None,None (srcset variant),.jpg,35.15 KB,500x179,Success,
338,https://www.pothys.com/cdn/shop/files/Final_756a336c-7b89-4ef8-9919-c3bb43381f52.jpg?v=1747231205&width=600,None,None (srcset variant),.jpg,47.24 KB,600x214,Success,
339,https://www.pothys.com/cdn/shop/files/Kancheepuram-Silk.jpg?v=1760170240&width=2400,None,None (srcset variant),.jpg,211.68 KB,2400x857,Success,
340,https://www.pothys.com/cdn/shop/files/Final_756a336c-7b89-4ef8-9919-c3bb43381f52.jpg?v=1747231205&width=700,None,None (srcset variant),.jpg,60.45 KB,700x250,Success,
341,https://www.pothys.com/cdn/shop/files/Final_756a336c-7b89-4ef8-9919-c3bb43381f52.jpg?v=1747231205&width=800,None,None (srcset variant),.jpg,76.15 KB,800x286,Success,
342,https://www.pothys.com/cdn/shop/files/Final_756a336c-7b89-4ef8-9919-c3bb43381f52.jpg?v=1747231205&width=1000,None,None (srcset variant),.jpg,111.11 KB,1000x357,Success,
343,https://www.pothys.com/cdn/shop/files/Final_756a336c-7b89-4ef8-9919-c3bb43381f52.jpg?v=1747231205&width=1200,None,None (srcset variant),.jpg,147.23 KB,1200x429,Success,
344,https://www.pothys.com/cdn/shop/files/Kancheepuram-Silk.jpg?v=1760170240&width=1400,None,None (srcset variant),.jpg,131.06 KB,1400x500,Success,
345,https://www.pothys.com/cdn/shop/files/Final_756a336c-7b89-4ef8-9919-c3bb43381f52.jpg?v=1747231205&width=900,None,None (srcset variant),.jpg,92.61 KB,900x321,Success,
346,https://www.pothys.com/cdn/shop/files/Kancheepuram-Silk.jpg?v=1760170240&width=1600,None,None (srcset variant),.jpg,164.44 KB,1600x571,Success,
347,https://www.pothys.com/cdn/shop/files/Final_756a336c-7b89-4ef8-9919-c3bb43381f52.jpg?v=1747231205&width=1400,None,None (srcset variant),.jpg,191.48 KB,1400x500,Success,
348,https://www.pothys.com/cdn/shop/files/Final_756a336c-7b89-4ef8-9919-c3bb43381f52.jpg?v=1747231205&width=1600,None,None (srcset variant),.jpg,227.70 KB,1600x571,Success,
349,https://www.pothys.com/cdn/shop/files/Final_756a336c-7b89-4ef8-9919-c3bb43381f52.jpg?v=1747231205&width=1800,None,None (srcset variant),.jpg,276.67 KB,1800x643,Success,
350,https://www.pothys.com/cdn/shop/files/preview_images/2e2f9ca9e3ab4f8e9238d361dd3a9376.thumbnail.0000000000_small.jpg?v=1760121022,None,None,.jpg,1.39 KB,56x100,Success,
351,https://www.pothys.com/cdn/shop/files/Final_756a336c-7b89-4ef8-9919-c3bb43381f52.jpg?v=1747231205&width=2200,None,None (srcset variant),.jpg,366.08 KB,2200x786,Success,
352,https://www.pothys.com/cdn/shop/files/preview_images/86962e74d41449fb80a23ace70916d0a.thumbnail.0000000000_small.jpg?v=1760121034,None,None,.jpg,1.44 KB,56x100,Success,
353,https://www.pothys.com/cdn/shop/files/preview_images/fbdfac3a7e904ec9ac4176a91f3fcfc2.thumbnail.0000000000_small.jpg?v=1760121045,None,None,.jpg,3.19 KB,56x100,Success,
354,https://www.pothys.com/cdn/shop/files/Final_756a336c-7b89-4ef8-9919-c3bb43381f52.jpg?v=1747231205&width=2000,None,None (srcset variant),.jpg,319.29 KB,2000x714,Success,
355,https://www.pothys.com/cdn/shop/files/Final_756a336c-7b89-4ef8-9919-c3bb43381f52.jpg?v=1747231205&width=2600,None,None (srcset variant),.jpg,308.86 KB,2600x929,Success,
356,https://www.pothys.com/cdn/shop/files/preview_images/ac34ef125e3243a898ade09c99960e65.thumbnail.0000000000_small.jpg?v=1760121054,None,None,.jpg,4.01 KB,56x100,Success,
357,https://www.pothys.com/cdn/shop/files/Layer_1_2_small.png?v=1729678879,None,None,.png,9.76 KB,69x100,Success,
358,https://www.pothys.com/cdn/shop/files/Kancheepuram-Silk.jpg?v=1760170240&width=1800,None,None (srcset variant),.jpg,196.35 KB,1800x643,Success,
359,https://www.pothys.com/cdn/shop/files/4_0df1ab60-046b-48f7-84f4-5b55df8a5c43.jpg?v=1760186276&width=720,"Mustard thread and zari woven mayil buttas Kanchipuram silk saree, contrast border features thazampoo rekku, then kuli kann, bogudi, godhumai kann, and Mayil designs, and intricate pallu","Mustard thread and zari woven mayil buttas Kanchipuram silk saree, contrast border features thazampoo rekku, then kuli kann, bogudi, godhumai kann, and Mayil designs, and intricate pallu (srcset variant)",.jpg,167.85 KB,720x890,Success,
360,https://www.pothys.com/cdn/shop/files/Final_756a336c-7b89-4ef8-9919-c3bb43381f52.jpg?v=1747231205&width=2400,None,None (srcset variant),.jpg,274.55 KB,2400x857,Success,
361,https://www.pothys.com/cdn/shop/files/04--KANPR-357-RS-28055-_2_---Copy.jpg?v=1759752230&width=533,"Pink zari designs Kanchipuram silk saree,contrast border of rekku,muthu,mayil,zari stripes & mayil kann designs & floral butta enclosed checked pallu","Pink zari designs Kanchipuram silk saree,contrast border of rekku,muthu,mayil,zari stripes & mayil kann designs & floral butta enclosed checked pallu (srcset variant)",.jpg,62.91 KB,533x659,Success,
362,https://www.pothys.com/cdn/shop/files/04--KANPR-357-RS-28055-_2_---Copy.jpg?v=1759752230&width=1066,"Pink zari designs Kanchipuram silk saree,contrast border of rekku,muthu,mayil,zari stripes & mayil kann designs & floral butta enclosed checked pallu","Pink zari designs Kanchipuram silk saree,contrast border of rekku,muthu,mayil,zari stripes & mayil kann designs & floral butta enclosed checked pallu",.jpg,144.42 KB,910x1125,Success,
363,https://www.pothys.com/cdn/shop/files/04--KANPR-357-RS-28055-_1.jpg?v=1759752247&width=533,"Pink zari designs Kanchipuram silk saree,contrast border of rekku,muthu,mayil,zari stripes & mayil kann designs & floral butta enclosed checked pallu","Pink zari designs Kanchipuram silk saree,contrast border of rekku,muthu,mayil,zari stripes & mayil kann designs & floral butta enclosed checked pallu (srcset variant)",.jpg,160.83 KB,533x659,Success,
364,https://www.pothys.com/cdn/shop/files/04--KANPR-357-RS-28055-_1.jpg?v=1759752247&width=1066,"Pink zari designs Kanchipuram silk saree,contrast border of rekku,muthu,mayil,zari stripes & mayil kann designs & floral butta enclosed checked pallu","Pink zari designs Kanchipuram silk saree,contrast border of rekku,muthu,mayil,zari stripes & mayil kann designs & floral butta enclosed checked pallu",.jpg,353.69 KB,910x1125,Success,
365,https://www.pothys.com/cdn/shop/files/04--KANPR-357-RS-28055-_1.jpg?v=1759752247&width=720,"Pink zari designs Kanchipuram silk saree,contrast border of rekku,muthu,mayil,zari stripes & mayil kann designs & floral butta enclosed checked pallu","Pink zari designs Kanchipuram silk saree,contrast border of rekku,muthu,mayil,zari stripes & mayil kann designs & floral butta enclosed checked pallu (srcset variant)",.jpg,287.96 KB,720x890,Success,
366,https://www.pothys.com/cdn/shop/files/04--KANPR-357-RS-28055-_1.jpg?v=1759752247&width=940,"Pink zari designs Kanchipuram silk saree,contrast border of rekku,muthu,mayil,zari stripes & mayil kann designs & floral butta enclosed checked pallu","Pink zari designs Kanchipuram silk saree,contrast border of rekku,muthu,mayil,zari stripes & mayil kann designs & floral butta enclosed checked pallu (srcset variant)",.jpg,353.69 KB,910x1125,Success,
367,https://www.pothys.com/cdn/shop/files/4_0df1ab60-046b-48f7-84f4-5b55df8a5c43.jpg?v=1760186276&width=533,"Mustard thread and zari woven mayil buttas Kanchipuram silk saree, contrast border features thazampoo rekku, then kuli kann, bogudi, godhumai kann, and Mayil designs, and intricate pallu","Mustard thread and zari woven mayil buttas Kanchipuram silk saree, contrast border features thazampoo rekku, then kuli kann, bogudi, godhumai kann, and Mayil designs, and intricate pallu (srcset variant)",.jpg,104.94 KB,533x659,Success,
368,https://www.pothys.com/cdn/shop/files/03-KANPR-356-RS-27205-_2_---Copy.jpg?v=1759751919&width=720,"Yellow checked & chakram buttas Kanchipuram silk saree, contrast korvai border of salangai,muthu,vanki & vanasingaram designs & jaal pallu","Yellow checked & chakram buttas Kanchipuram silk saree, contrast korvai border of salangai,muthu,vanki & vanasingaram designs & jaal pallu (srcset variant)",.jpg,117.96 KB,720x890,Success,
369,https://www.pothys.com/cdn/shop/files/03-KANPR-356-RS-27205-_2_---Copy.jpg?v=1759751919&width=533,"Yellow checked & chakram buttas Kanchipuram silk saree, contrast korvai border of salangai,muthu,vanki & vanasingaram designs & jaal pallu","Yellow checked & chakram buttas Kanchipuram silk saree, contrast korvai border of salangai,muthu,vanki & vanasingaram designs & jaal pallu (srcset variant)",.jpg,65.41 KB,533x659,Success,
370,https://www.pothys.com/cdn/shop/files/03-KANPR-356-RS-27205-_1.jpg?v=1759751934&width=533,"Yellow checked & chakram buttas Kanchipuram silk saree, contrast korvai border of salangai,muthu,vanki & vanasingaram designs & jaal pallu","Yellow checked & chakram buttas Kanchipuram silk saree, contrast korvai border of salangai,muthu,vanki & vanasingaram designs & jaal pallu (srcset variant)",.jpg,164.25 KB,533x659,Success,
371,https://www.pothys.com/cdn/shop/files/03-KANPR-356-RS-27205-_2_---Copy.jpg?v=1759751919&width=940,"Yellow checked & chakram buttas Kanchipuram silk saree, contrast korvai border of salangai,muthu,vanki & vanasingaram designs & jaal pallu","Yellow checked & chakram buttas Kanchipuram silk saree, contrast korvai border of salangai,muthu,vanki & vanasingaram designs & jaal pallu (srcset variant)",.jpg,149.29 KB,910x1125,Success,
372,https://www.pothys.com/cdn/shop/files/03-KANPR-356-RS-27205-_1.jpg?v=1759751934&width=1066,"Yellow checked & chakram buttas Kanchipuram silk saree, contrast korvai border of salangai,muthu,vanki & vanasingaram designs & jaal pallu","Yellow checked & chakram buttas Kanchipuram silk saree, contrast korvai border of salangai,muthu,vanki & vanasingaram designs & jaal pallu",.jpg,346.61 KB,910x1125,Success,
373,https://www.pothys.com/cdn/shop/files/7-kana-135-rs-20955---Copy-_2.jpg?v=1752316163&width=1066,"Red buttas kancheepuram silk saree with contrast rettai pettu border of poo chakram, mayil design & floral design pallu","Red buttas kancheepuram silk saree with contrast rettai pettu border of poo chakram, mayil design & floral design pallu",.jpg,169.47 KB,910x1125,Success,
374,https://www.pothys.com/cdn/shop/files/Final_756a336c-7b89-4ef8-9919-c3bb43381f52.jpg?v=1747231205&width=2800,None,None,.jpg,349.99 KB,2800x1000,Success,
375,https://www.pothys.com/cdn/shop/files/7-kana-135-rs-20955---Copy-_2.jpg?v=1752316163&width=720,"Red buttas kancheepuram silk saree with contrast rettai pettu border of poo chakram, mayil design & floral design pallu","Red buttas kancheepuram silk saree with contrast rettai pettu border of poo chakram, mayil design & floral design pallu (srcset variant)",.jpg,119.15 KB,720x890,Success,
376,https://www.pothys.com/cdn/shop/files/7-kana-135-rs-20955-_1.jpg?v=1752316163&width=1066,"Red buttas kancheepuram silk saree with contrast rettai pettu border of poo chakram, mayil design & floral design pallu","Red buttas kancheepuram silk saree with contrast rettai pettu border of poo chakram, mayil design & floral design pallu",.jpg,359.10 KB,910x1125,Success,
377,https://www.pothys.com/cdn/shop/files/7-kana-135-rs-20955-_1.jpg?v=1752316163&width=533,"Red buttas kancheepuram silk saree with contrast rettai pettu border of poo chakram, mayil design & floral design pallu","Red buttas kancheepuram silk saree with contrast rettai pettu border of poo chakram, mayil design & floral design pallu (srcset variant)",.jpg,166.69 KB,533x659,Success,
378,https://www.pothys.com/cdn/shop/files/Kancheepuram-Silk.jpg?v=1760170240&width=2600,None,None (srcset variant),.jpg,242.71 KB,2600x929,Success,
379,https://www.pothys.com/cdn/shop/files/4_0df1ab60-046b-48f7-84f4-5b55df8a5c43.jpg?v=1760186276&width=940,"Mustard thread and zari woven mayil buttas Kanchipuram silk saree, contrast border features thazampoo rekku, then kuli kann, bogudi, godhumai kann, and Mayil designs, and intricate pallu","Mustard thread and zari woven mayil buttas Kanchipuram silk saree, contrast border features thazampoo rekku, then kuli kann, bogudi, godhumai kann, and Mayil designs, and intricate pallu (srcset variant)",.jpg,230.32 KB,910x1125,Success,
380,https://www.pothys.com/cdn/shop/files/04--KANPR-357-RS-28055-_2_---Copy.jpg?v=1759752230&width=720,"Pink zari designs Kanchipuram silk saree,contrast border of rekku,muthu,mayil,zari stripes & mayil kann designs & floral butta enclosed checked pallu","Pink zari designs Kanchipuram silk saree,contrast border of rekku,muthu,mayil,zari stripes & mayil kann designs & floral butta enclosed checked pallu (srcset variant)",.jpg,113.41 KB,720x890,Success,
381,https://www.pothys.com/cdn/shop/files/04--KANPR-357-RS-28055-_2_---Copy.jpg?v=1759752230&width=940,"Pink zari designs Kanchipuram silk saree,contrast border of rekku,muthu,mayil,zari stripes & mayil kann designs & floral butta enclosed checked pallu","Pink zari designs Kanchipuram silk saree,contrast border of rekku,muthu,mayil,zari stripes & mayil kann designs & floral butta enclosed checked pallu (srcset variant)",.jpg,144.42 KB,910x1125,Success,
382,https://www.pothys.com/cdn/shop/files/8-KNA--073-RS--25415.jpg?v=1750224265&width=1066,"Yellow striped kancheepuram silk saree with contrast border of thilakam mokku, banaras, paun design & zari design pallu","Yellow striped kancheepuram silk saree with contrast border of thilakam mokku, banaras, paun design & zari design pallu",.jpg,114.12 KB,910x1125,Success,
383,https://www.pothys.com/cdn/shop/files/8-KNA--073-RS--25415.jpg?v=1750224265&width=533,"Yellow striped kancheepuram silk saree with contrast border of thilakam mokku, banaras, paun design & zari design pallu","Yellow striped kancheepuram silk saree with contrast border of thilakam mokku, banaras, paun design & zari design pallu (srcset variant)",.jpg,66.45 KB,533x659,Success,
384,https://www.pothys.com/cdn/shop/files/7-kana-135-rs-20955-_1.jpg?v=1752316163&width=940,"Red buttas kancheepuram silk saree with contrast rettai pettu border of poo chakram, mayil design & floral design pallu","Red buttas kancheepuram silk saree with contrast rettai pettu border of poo chakram, mayil design & floral design pallu (srcset variant)",.jpg,359.10 KB,910x1125,Success,
385,https://www.pothys.com/cdn/shop/files/7-kana-135-rs-20955-_1.jpg?v=1752316163&width=720,"Red buttas kancheepuram silk saree with contrast rettai pettu border of poo chakram, mayil design & floral design pallu","Red buttas kancheepuram silk saree with contrast rettai pettu border of poo chakram, mayil design & floral design pallu (srcset variant)",.jpg,280.58 KB,720x890,Success,
386,https://www.pothys.com/cdn/shop/files/03-KANPR-356-RS-27205-_2_---Copy.jpg?v=1759751919&width=1066,"Yellow checked & chakram buttas Kanchipuram silk saree, contrast korvai border of salangai,muthu,vanki & vanasingaram designs & jaal pallu","Yellow checked & chakram buttas Kanchipuram silk saree, contrast korvai border of salangai,muthu,vanki & vanasingaram designs & jaal pallu",.jpg,149.29 KB,910x1125,Success,
387,https://www.pothys.com/cdn/shop/files/8-KNA--073-RS--25415.jpg?v=1750224265&width=720,"Yellow striped kancheepuram silk saree with contrast border of thilakam mokku, banaras, paun design & zari design pallu","Yellow striped kancheepuram silk saree with contrast border of thilakam mokku, banaras, paun design & zari design pallu (srcset variant)",.jpg,115.74 KB,720x890,Success,
388,https://www.pothys.com/cdn/shop/files/8-KNA--073-RS--25415.jpg?v=1750224265&width=940,"Yellow striped kancheepuram silk saree with contrast border of thilakam mokku, banaras, paun design & zari design pallu","Yellow striped kancheepuram silk saree with contrast border of thilakam mokku, banaras, paun design & zari design pallu (srcset variant)",.jpg,114.12 KB,910x1125,Success,
389,https://www.pothys.com/cdn/shop/files/8c_09ea56f6-2b45-49ed-868e-3bbf2e9e9631.jpg?v=1750224265&width=1066,"Yellow striped kancheepuram silk saree with contrast border of thilakam mokku, banaras, paun design & zari design pallu","Yellow striped kancheepuram silk saree with contrast border of thilakam mokku, banaras, paun design & zari design pallu",.jpg,148.53 KB,910x1125,Success,
390,https://www.pothys.com/cdn/shop/files/8c_09ea56f6-2b45-49ed-868e-3bbf2e9e9631.jpg?v=1750224265&width=533,"Yellow striped kancheepuram silk saree with contrast border of thilakam mokku, banaras, paun design & zari design pallu","Yellow striped kancheepuram silk saree with contrast border of thilakam mokku, banaras, paun design & zari design pallu (srcset variant)",.jpg,171.01 KB,533x659,Success,
391,https://www.pothys.com/cdn/shop/files/DSC03066.jpg?v=1750227060&width=533,"Blue striped kancheepuram silk saree with contrast ganga jamuna, korvai border of ara madam design & ogee design pallu","Blue striped kancheepuram silk saree with contrast ganga jamuna, korvai border of ara madam design & ogee design pallu (srcset variant)",.jpg,145.60 KB,533x659,Success,
392,https://www.pothys.com/cdn/shop/files/DSC03066.jpg?v=1750227060&width=720,"Blue striped kancheepuram silk saree with contrast ganga jamuna, korvai border of ara madam design & ogee design pallu","Blue striped kancheepuram silk saree with contrast ganga jamuna, korvai border of ara madam design & ogee design pallu (srcset variant)",.jpg,234.05 KB,720x890,Success,
393,https://www.pothys.com/cdn/shop/files/6-KNA--071-RS--20085.jpg?v=1750227060&width=533,"Blue striped kancheepuram silk saree with contrast ganga jamuna, korvai border of ara madam design & ogee design pallu","Blue striped kancheepuram silk saree with contrast ganga jamuna, korvai border of ara madam design & ogee design pallu (srcset variant)",.jpg,62.95 KB,533x659,Success,
394,https://www.pothys.com/cdn/shop/files/6-KNA--071-RS--20085.jpg?v=1750227060&width=1066,"Blue striped kancheepuram silk saree with contrast ganga jamuna, korvai border of ara madam design & ogee design pallu","Blue striped kancheepuram silk saree with contrast ganga jamuna, korvai border of ara madam design & ogee design pallu",.jpg,108.25 KB,910x1125,Success,
395,https://www.pothys.com/cdn/shop/files/6-KNA--071-RS--20085.jpg?v=1750227060&width=720,"Blue striped kancheepuram silk saree with contrast ganga jamuna, korvai border of ara madam design & ogee design pallu","Blue striped kancheepuram silk saree with contrast ganga jamuna, korvai border of ara madam design & ogee design pallu (srcset variant)",.jpg,109.72 KB,720x890,Success,
396,https://www.pothys.com/cdn/shop/files/03-KANPR-356-RS-27205-_1.jpg?v=1759751934&width=720,"Yellow checked & chakram buttas Kanchipuram silk saree, contrast korvai border of salangai,muthu,vanki & vanasingaram designs & jaal pallu","Yellow checked & chakram buttas Kanchipuram silk saree, contrast korvai border of salangai,muthu,vanki & vanasingaram designs & jaal pallu (srcset variant)",.jpg,293.42 KB,720x890,Success,
397,https://www.pothys.com/cdn/shop/files/6-KNA--071-RS--20085.jpg?v=1750227060&width=940,"Blue striped kancheepuram silk saree with contrast ganga jamuna, korvai border of ara madam design & ogee design pallu","Blue striped kancheepuram silk saree with contrast ganga jamuna, korvai border of ara madam design & ogee design pallu (srcset variant)",.jpg,108.25 KB,910x1125,Success,
398,https://www.pothys.com/cdn/shop/files/DSC03041.jpg?v=1750227088&width=1066,"Blue round floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of intricate zari design & vanki design pallu","Blue round floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of intricate zari design & vanki design pallu",.jpg,280.38 KB,910x1125,Success,
399,https://www.pothys.com/cdn/shop/files/DSC03041.jpg?v=1750227088&width=720,"Blue round floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of intricate zari design & vanki design pallu","Blue round floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of intricate zari design & vanki design pallu (srcset variant)",.jpg,226.52 KB,720x890,Success,
400,https://www.pothys.com/cdn/shop/files/DSC03041.jpg?v=1750227088&width=533,"Blue round floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of intricate zari design & vanki design pallu","Blue round floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of intricate zari design & vanki design pallu (srcset variant)",.jpg,141.77 KB,533x659,Success,
401,https://www.pothys.com/cdn/shop/files/DSC03041.jpg?v=1750227088&width=940,"Blue round floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of intricate zari design & vanki design pallu","Blue round floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of intricate zari design & vanki design pallu (srcset variant)",.jpg,280.38 KB,910x1125,Success,
402,https://www.pothys.com/cdn/shop/files/4-KNA--069-RS--24585.jpg?v=1750227085&width=1066,"Blue round floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of intricate zari design & vanki design pallu","Blue round floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of intricate zari design & vanki design pallu",.jpg,106.23 KB,910x1125,Success,
403,https://www.pothys.com/cdn/shop/files/Kancheepuram-Silk.jpg?v=1760170240&width=2200,None,None (srcset variant),.jpg,270.92 KB,2200x786,Success,
404,https://www.pothys.com/cdn/shop/files/4-KNA--069-RS--24585.jpg?v=1750227085&width=940,"Blue round floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of intricate zari design & vanki design pallu","Blue round floral buttas kancheepuram silk saree with contrast ganga jamuna, korvai border of intricate zari design & vanki design pallu (srcset variant)",.jpg,106.23 KB,910x1125,Success,
